x Vial present ( - put aside),Combined with other samples, Foil ID , Site , Date Collected , Species , Individ , Height/ Length/ Carapace width , Width/ Dactyl length , Aperture diameter , Wet weight w/ Shell , Shell weight , Tissue w/ operc weight/ Plates w/ mantle , Operculum/ Mantle weight , Wet sample weight , Oven Start Date & Time  , Time spent in Freezer (days) , Oven End Date & Time , Time spent in Oven (days) , Notes 
x,Chcol2,1460,Tauranga Head,7/24/2005,Chamaesipho columna,16,*,*,2.8,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
x,Chcol2,1457,Tauranga Head,7/24/2005,Chamaesipho columna,17,*,*,2.6,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
x,Chcol2,1459,Tauranga Head,7/24/2005,Chamaesipho columna,18,*,*,2.2,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
x,Chcol2,1458,Tauranga Head,7/24/2005,Chamaesipho columna,19,*,*,3.1,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
x,Chcol5,1556,Tauranga Head,7/24/2005,Chamaesipho columna,20,*,*,2.8,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol6,1638,Tauranga Head,7/24/2005,Chamaesipho columna,21,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol7,1582,Tauranga Head,7/24/2005,Chamaesipho columna,22,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol8,1576,Tauranga Head,7/24/2005,Chamaesipho columna,23,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol6,1635,Tauranga Head,7/24/2005,Chamaesipho columna,24,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol6,1631,Tauranga Head,7/24/2005,Chamaesipho columna,25,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol6,1633,Tauranga Head,7/24/2005,Chamaesipho columna,26,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
x,Chcol4,1529,Tauranga Head,7/24/2005,Chamaesipho columna,27,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
x,Chcol4,1526,Tauranga Head,7/24/2005,Chamaesipho columna,28,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol7,1611,Tauranga Head,7/24/2005,Chamaesipho columna,29,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol7,1610,Tauranga Head,7/24/2005,Chamaesipho columna,30,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol7,1595,Tauranga Head,7/24/2005,Chamaesipho columna,31,*,*,*,*,*,*,*,*,8/9/2005 20:22,,8/16/2005 13:00,
-,Chcol7,1596,Tauranga Head,7/24/2005,Chamaesipho columna,32,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,
-,Chcol8,1570,Tauranga Head,7/24/2005,Chamaesipho columna,33,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,
x,Chcol5,1565,Tauranga Head,7/24/2005,Chamaesipho columna,34,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,
-,Chcol8,1579,Tauranga Head,7/24/2005,Chamaesipho columna,35,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,
-,Chcol8,1578,Tauranga Head,7/24/2005,Chamaesipho columna,36,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,
x,Chcol5,1564,Tauranga Head,7/24/2005,Chamaesipho columna,37,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,
-,Chcol8,1581,Tauranga Head,7/24/2005,Chamaesipho columna,38,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,,
x,Chcol5,1560,Tauranga Head,7/24/2005,Chamaesipho columna,39,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,,
x,Chcol5,1559,Tauranga Head,7/24/2005,Chamaesipho columna,40,*,*,*,*,*,*,*,*,8/9/2005 20:35,,8/16/2005 13:00,,
x,,38,Tauranga Head,7/2/2004,Cominella maculosa,1,33.6,19.9,21.0,5.737,3.898,1.693,0.013,0.394,7/20/2004 18:21,18.8,7/27/2004 13:40,6.8,3/4 gonad
