DS1921:  E734C00004893721
Download at: 7/8/2007 12:50:53 PM

Mission State
-------------
Mission is in progress
Sample rate: 30 minute(s)
Roll-Over Enabled: no
Roll-Over Occured: n/a
Mission Start time:  06/09/2007  15:00 
Mission Start delay: 0 minute(s)
Mission Samples: 1388
Device total samples: 5702
Temperatures displayed in: (Celsius)
High Threshold: -40.0°C
Low Threshold: -40.0°C
Temperature threshold alarm state: Conditional(none)  Alarm(H)
Current Real-Time Clock from DS1921: Sunday  07/08/2007  12:51:48 
Current PC Time: Sunday  07/08/2007  12:51:00 
Time Alarm mode: Alarm weekly
Alarm Time: Sunday 00:00:00
Alarm Time state: Conditional(yes)  Alarm(yes)

Temperature Alarms
------------------
Format: [(HIGH/LOW), Time/Date range]
 06/12/2007  11:30 , 17.5°C
 06/12/2007  12:00 , 17.5°C
 06/12/2007  12:30 , 17.5°C
 06/12/2007  13:00 , 17.5°C
 06/12/2007  13:30 , 17.5°C
 06/12/2007  14:00 , 17.5°C
 06/12/2007  14:30 , 17.5°C
 06/12/2007  15:00 , 17.5°C
 06/12/2007  15:30 , 17.5°C
 06/12/2007  16:00 , 17.5°C
 06/12/2007  16:30 , 17.5°C
 06/12/2007  17:00 , 17.5°C
 06/12/2007  17:30 , 17.5°C
 06/12/2007  18:00 , 18.0°C
 06/12/2007  18:30 , 17.5°C
 06/12/2007  19:00 , 17.5°C
 06/12/2007  19:30 , 17.5°C
 06/12/2007  20:00 , 17.5°C
 06/12/2007  20:30 , 17.5°C
 06/12/2007  21:00 , 17.5°C
 06/12/2007  21:30 , 17.5°C
 06/12/2007  22:00 , 17.5°C
 06/12/2007  22:30 , 17.5°C
 06/12/2007  23:00 , 17.5°C
 06/12/2007  23:30 , 17.5°C
 06/13/2007  00:00 , 17.5°C
 06/13/2007  00:30 , 17.5°C
 06/13/2007  01:00 , 17.5°C
 06/13/2007  01:30 , 17.5°C
 06/13/2007  02:00 , 17.5°C
 06/13/2007  02:30 , 17.5°C
 06/13/2007  03:00 , 17.5°C
 06/13/2007  03:30 , 17.5°C
 06/13/2007  04:00 , 17.5°C
 06/13/2007  04:30 , 17.5°C
 06/13/2007  05:00 , 17.5°C
 06/13/2007  05:30 , 17.5°C
 06/13/2007  06:00 , 17.0°C
 06/13/2007  06:30 , 17.0°C
 06/13/2007  07:00 , 17.5°C
 06/13/2007  07:30 , 17.0°C
 06/13/2007  08:00 , 17.0°C
 06/13/2007  08:30 , 17.0°C
 06/13/2007  09:00 , 17.5°C
 06/13/2007  09:30 , 17.5°C
 06/13/2007  10:00 , 17.5°C
 06/13/2007  10:30 , 17.5°C
 06/13/2007  11:00 , 17.5°C
 06/13/2007  11:30 , 17.5°C
 06/13/2007  12:00 , 17.5°C
 06/13/2007  12:30 , 17.5°C
 06/13/2007  13:00 , 17.5°C
 06/13/2007  13:30 , 17.5°C
 06/13/2007  14:00 , 17.5°C
 06/13/2007  14:30 , 17.5°C
 06/13/2007  15:00 , 17.5°C
 06/13/2007  15:30 , 17.5°C
 06/13/2007  16:00 , 17.5°C
 06/13/2007  16:30 , 17.5°C
 06/13/2007  17:00 , 17.5°C
 06/13/2007  17:30 , 17.5°C
 06/13/2007  18:00 , 17.5°C
 06/13/2007  18:30 , 17.5°C
 06/13/2007  19:00 , 17.5°C
 06/13/2007  19:30 , 17.5°C
 06/13/2007  20:00 , 17.5°C
 06/13/2007  20:30 , 17.5°C
 06/13/2007  21:00 , 17.5°C
 06/13/2007  21:30 , 17.5°C
 06/13/2007  22:00 , 17.5°C
 06/13/2007  22:30 , 17.5°C
 06/13/2007  23:00 , 17.5°C
 06/13/2007  23:30 , 17.5°C
 06/14/2007  00:00 , 17.5°C
 06/14/2007  00:30 , 17.5°C
 06/14/2007  01:00 , 17.5°C
 06/14/2007  01:30 , 17.5°C
 06/14/2007  02:00 , 17.5°C
 06/14/2007  02:30 , 17.5°C
 06/14/2007  03:00 , 17.5°C
 06/14/2007  03:30 , 17.5°C
 06/14/2007  04:00 , 17.5°C
 06/14/2007  04:30 , 17.5°C
 06/14/2007  05:00 , 17.5°C
 06/14/2007  05:30 , 17.5°C
 06/14/2007  06:00 , 17.5°C
 06/14/2007  06:30 , 17.5°C
 06/14/2007  07:00 , 17.5°C
 06/14/2007  07:30 , 17.5°C
 06/14/2007  08:00 , 17.5°C
 06/14/2007  08:30 , 17.5°C
 06/14/2007  09:00 , 17.5°C
 06/14/2007  09:30 , 17.5°C
 06/14/2007  10:00 , 17.5°C
 06/14/2007  10:30 , 17.5°C
 06/14/2007  11:00 , 17.5°C
 06/14/2007  11:30 , 17.5°C
 06/14/2007  12:00 , 17.5°C
 06/14/2007  12:30 , 17.5°C
 06/14/2007  13:00 , 17.5°C
 06/14/2007  13:30 , 17.5°C
 06/14/2007  14:00 , 17.5°C
 06/14/2007  14:30 , 17.5°C
 06/14/2007  15:00 , 17.5°C
 06/14/2007  15:30 , 17.5°C
 06/14/2007  16:00 , 17.5°C
 06/14/2007  16:30 , 17.5°C
 06/14/2007  17:00 , 17.5°C
 06/14/2007  17:30 , 17.5°C
 06/14/2007  18:00 , 17.5°C
 06/14/2007  18:30 , 17.5°C
 06/14/2007  19:00 , 17.5°C
 06/14/2007  19:30 , 17.5°C
 06/14/2007  20:00 , 17.5°C
 06/14/2007  20:30 , 17.5°C
 06/14/2007  21:00 , 17.5°C
 06/14/2007  21:30 , 17.5°C
 06/14/2007  22:00 , 17.5°C
 06/14/2007  22:30 , 17.5°C
 06/14/2007  23:00 , 17.5°C
 06/14/2007  23:30 , 17.5°C
 06/15/2007  00:00 , 17.5°C
 06/15/2007  00:30 , 17.5°C
 06/15/2007  01:00 , 17.5°C
 06/15/2007  01:30 , 17.5°C
 06/15/2007  02:00 , 17.5°C
 06/15/2007  02:30 , 17.5°C
 06/15/2007  03:00 , 17.5°C
 06/15/2007  03:30 , 17.5°C
 06/15/2007  04:00 , 17.5°C
 06/15/2007  04:30 , 17.5°C
 06/15/2007  05:00 , 17.5°C
 06/15/2007  05:30 , 17.5°C
 06/15/2007  06:00 , 17.5°C
 06/15/2007  06:30 , 17.5°C
 06/15/2007  07:00 , 17.5°C
 06/15/2007  07:30 , 17.5°C
 06/15/2007  08:00 , 17.5°C
 06/15/2007  08:30 , 17.5°C
 06/15/2007  09:00 , 17.5°C
 06/15/2007  09:30 , 17.5°C
 06/15/2007  10:00 , 17.5°C
 06/15/2007  10:30 , 17.5°C
 06/15/2007  11:00 , 17.5°C
 06/15/2007  11:30 , 17.5°C
 06/15/2007  12:00 , 17.5°C
 06/15/2007  12:30 , 17.5°C
 06/15/2007  13:00 , 17.5°C
 06/15/2007  13:30 , 17.5°C
 06/15/2007  14:00 , 17.5°C
 06/15/2007  14:30 , 17.5°C
 06/15/2007  15:00 , 17.5°C
 06/15/2007  15:30 , 17.5°C
 06/15/2007  16:00 , 17.5°C
 06/15/2007  16:30 , 17.5°C
 06/15/2007  17:00 , 17.5°C
 06/15/2007  17:30 , 17.5°C
 06/15/2007  18:00 , 17.5°C
 06/15/2007  18:30 , 17.5°C
 06/15/2007  19:00 , 17.5°C
 06/15/2007  19:30 , 17.5°C
 06/15/2007  20:00 , 17.5°C
 06/15/2007  20:30 , 17.5°C
 06/15/2007  21:00 , 17.5°C
 06/15/2007  21:30 , 17.5°C
 06/15/2007  22:00 , 17.5°C
 06/15/2007  22:30 , 17.5°C
 06/15/2007  23:00 , 17.5°C
 06/15/2007  23:30 , 17.5°C
 06/16/2007  00:00 , 17.5°C
 06/16/2007  00:30 , 17.5°C
 06/16/2007  01:00 , 17.5°C
 06/16/2007  01:30 , 17.5°C
 06/16/2007  02:00 , 17.5°C
 06/16/2007  02:30 , 17.5°C
 06/16/2007  03:00 , 17.5°C
 06/16/2007  03:30 , 17.5°C
 06/16/2007  04:00 , 17.5°C
 06/16/2007  04:30 , 17.5°C
 06/16/2007  05:00 , 17.5°C
 06/16/2007  05:30 , 17.5°C
 06/16/2007  06:00 , 17.5°C
 06/16/2007  06:30 , 17.5°C
 06/16/2007  07:00 , 17.5°C
 06/16/2007  07:30 , 17.5°C
 06/16/2007  08:00 , 17.5°C
 06/16/2007  08:30 , 17.5°C
 06/16/2007  09:00 , 17.5°C
 06/16/2007  09:30 , 17.5°C
 06/16/2007  10:00 , 17.5°C
 06/16/2007  10:30 , 17.5°C
 06/16/2007  11:00 , 17.5°C
 06/16/2007  11:30 , 17.5°C
 06/16/2007  12:00 , 17.5°C
 06/16/2007  12:30 , 17.5°C
 06/16/2007  13:00 , 17.5°C
 06/16/2007  13:30 , 16.5°C
 06/16/2007  14:00 , 16.5°C
 06/16/2007  14:30 , 16.5°C
 06/16/2007  15:00 , 16.5°C
 06/16/2007  15:30 , 16.5°C
 06/16/2007  16:00 , 17.0°C
 06/16/2007  16:30 , 17.0°C
 06/16/2007  17:00 , 17.0°C
 06/16/2007  17:30 , 17.0°C
 06/16/2007  18:00 , 17.0°C
 06/16/2007  18:30 , 17.0°C
 06/16/2007  19:00 , 17.0°C
 06/16/2007  19:30 , 17.0°C
 06/16/2007  20:00 , 17.0°C
 06/16/2007  20:30 , 17.0°C
 06/16/2007  21:00 , 17.0°C
 06/16/2007  21:30 , 17.0°C
 06/16/2007  22:00 , 17.0°C
 06/16/2007  22:30 , 17.0°C
 06/16/2007  23:00 , 17.0°C
 06/16/2007  23:30 , 17.0°C
 06/17/2007  00:00 , 17.0°C
 06/17/2007  00:30 , 17.0°C
 06/17/2007  01:00 , 17.0°C
 06/17/2007  01:30 , 17.0°C
 06/17/2007  02:00 , 17.0°C
 06/17/2007  02:30 , 17.0°C
 06/17/2007  03:00 , 17.0°C
 06/17/2007  03:30 , 16.5°C
 06/17/2007  04:00 , 16.5°C
 06/17/2007  04:30 , 16.5°C
 06/17/2007  05:00 , 16.5°C
 06/17/2007  05:30 , 16.5°C
 06/17/2007  06:00 , 16.5°C
 06/17/2007  06:30 , 16.5°C
 06/17/2007  07:00 , 16.5°C
 06/17/2007  07:30 , 16.5°C
 06/17/2007  08:00 , 16.5°C
 06/17/2007  08:30 , 16.5°C
 06/17/2007  09:00 , 17.0°C
 06/17/2007  09:30 , 17.0°C
 06/17/2007  10:00 , 17.0°C
 06/17/2007  10:30 , 17.0°C
 06/17/2007  11:00 , 17.0°C
 06/17/2007  11:30 , 17.0°C
 06/17/2007  12:00 , 17.0°C
 06/17/2007  12:30 , 17.0°C
 06/17/2007  13:00 , 17.0°C
 06/17/2007  13:30 , 17.0°C
 06/17/2007  14:00 , 17.0°C
 06/17/2007  14:30 , 17.0°C
 06/17/2007  15:00 , 17.0°C
 06/17/2007  15:30 , 17.0°C
 06/17/2007  16:00 , 17.0°C
 06/17/2007  16:30 , 17.0°C
 06/17/2007  17:00 , 17.0°C
 06/17/2007  17:30 , 17.0°C
 06/17/2007  18:00 , 17.0°C
 06/17/2007  18:30 , 17.0°C
 06/17/2007  19:00 , 17.0°C
 06/17/2007  19:30 , 17.0°C
 06/17/2007  20:00 , 17.0°C
 06/17/2007  20:30 , 17.0°C
 06/17/2007  21:00 , 17.0°C
 06/17/2007  21:30 , 17.0°C
 06/17/2007  22:00 , 17.0°C
 06/17/2007  22:30 , 17.0°C
 06/17/2007  23:00 , 17.0°C
 06/17/2007  23:30 , 17.0°C
 06/18/2007  00:00 , 17.0°C
 06/18/2007  00:30 , 17.0°C
 06/18/2007  01:00 , 17.0°C
 06/18/2007  01:30 , 16.5°C
 06/18/2007  02:00 , 16.5°C
 06/18/2007  02:30 , 16.5°C
 06/18/2007  03:00 , 16.5°C
 06/18/2007  03:30 , 16.5°C
 06/18/2007  04:00 , 16.5°C
 06/18/2007  04:30 , 16.5°C
 06/18/2007  05:00 , 16.5°C
 06/18/2007  05:30 , 16.5°C
 06/18/2007  06:00 , 16.5°C
 06/18/2007  06:30 , 16.5°C
 06/18/2007  07:00 , 16.5°C
 06/18/2007  07:30 , 16.5°C
 06/18/2007  08:00 , 16.5°C
 06/18/2007  08:30 , 16.5°C
 06/18/2007  09:00 , 16.5°C
 06/18/2007  09:30 , 16.5°C
 06/18/2007  10:00 , 16.5°C
 06/18/2007  10:30 , 16.5°C
 06/18/2007  11:00 , 16.5°C
 06/18/2007  11:30 , 16.5°C
 06/18/2007  12:00 , 16.5°C
 06/18/2007  12:30 , 16.5°C
 06/18/2007  13:00 , 16.5°C
 06/18/2007  13:30 , 16.5°C
 06/18/2007  14:00 , 17.0°C
 06/18/2007  14:30 , 17.0°C
 06/18/2007  15:00 , 17.0°C
 06/18/2007  15:30 , 17.0°C
 06/18/2007  16:00 , 17.0°C
 06/18/2007  16:30 , 17.0°C
 06/18/2007  17:00 , 17.0°C
 06/18/2007  17:30 , 17.0°C
 06/18/2007  18:00 , 17.0°C
 06/18/2007  18:30 , 17.0°C
 06/18/2007  19:00 , 17.0°C
 06/18/2007  19:30 , 17.0°C
 06/18/2007  20:00 , 17.0°C
 06/18/2007  20:30 , 17.0°C
 06/18/2007  21:00 , 17.0°C
 06/18/2007  21:30 , 17.0°C
 06/18/2007  22:00 , 17.0°C
 06/18/2007  22:30 , 17.0°C
 06/18/2007  23:00 , 17.0°C
 06/18/2007  23:30 , 16.5°C
 06/19/2007  00:00 , 16.5°C
 06/19/2007  00:30 , 16.5°C
 06/19/2007  01:00 , 16.5°C
 06/19/2007  01:30 , 16.5°C
 06/19/2007  02:00 , 16.5°C
 06/19/2007  02:30 , 16.5°C
 06/19/2007  03:00 , 16.5°C
 06/19/2007  03:30 , 16.5°C
 06/19/2007  04:00 , 16.5°C
 06/19/2007  04:30 , 16.5°C
 06/19/2007  05:00 , 16.5°C
 06/19/2007  05:30 , 16.5°C
 06/19/2007  06:00 , 16.5°C
 06/19/2007  06:30 , 16.5°C
 06/19/2007  07:00 , 16.5°C
 06/19/2007  07:30 , 16.5°C
 06/19/2007  08:00 , 16.5°C
 06/19/2007  08:30 , 16.5°C
 06/19/2007  09:00 , 16.5°C
 06/19/2007  09:30 , 16.5°C
 06/19/2007  10:00 , 16.5°C
 06/19/2007  10:30 , 16.5°C
 06/19/2007  11:00 , 16.5°C
 06/19/2007  11:30 , 16.5°C
 06/19/2007  12:00 , 16.5°C
 06/19/2007  12:30 , 16.5°C
 06/19/2007  13:00 , 16.5°C
 06/19/2007  13:30 , 16.5°C
 06/19/2007  14:00 , 17.0°C
 06/19/2007  14:30 , 16.5°C
 06/19/2007  15:00 , 17.0°C
 06/19/2007  15:30 , 16.5°C
 06/19/2007  16:00 , 16.5°C
 06/19/2007  16:30 , 17.0°C
 06/19/2007  17:00 , 17.0°C
 06/19/2007  17:30 , 17.0°C
 06/19/2007  18:00 , 17.0°C
 06/19/2007  18:30 , 17.0°C
 06/19/2007  19:00 , 17.0°C
 06/19/2007  19:30 , 17.0°C
 06/19/2007  20:00 , 17.0°C
 06/19/2007  20:30 , 17.0°C
 06/19/2007  21:00 , 17.0°C
 06/19/2007  21:30 , 17.0°C
 06/19/2007  22:00 , 17.0°C
 06/19/2007  22:30 , 17.0°C
 06/19/2007  23:00 , 16.5°C
 06/19/2007  23:30 , 17.0°C
 06/20/2007  00:00 , 16.5°C
 06/20/2007  00:30 , 16.5°C
 06/20/2007  01:00 , 17.0°C
 06/20/2007  01:30 , 16.5°C
 06/20/2007  02:00 , 16.5°C
 06/20/2007  02:30 , 16.5°C
 06/20/2007  03:00 , 16.5°C
 06/20/2007  03:30 , 16.5°C
 06/20/2007  04:00 , 16.5°C
 06/20/2007  04:30 , 16.5°C
 06/20/2007  05:00 , 16.5°C
 06/20/2007  05:30 , 16.5°C
 06/20/2007  06:00 , 16.5°C
 06/20/2007  06:30 , 16.5°C
 06/20/2007  07:00 , 16.5°C
 06/20/2007  07:30 , 16.5°C
 06/20/2007  08:00 , 16.5°C
 06/20/2007  08:30 , 16.5°C
 06/20/2007  09:00 , 16.5°C
 06/20/2007  09:30 , 16.5°C
 06/20/2007  10:00 , 16.5°C
 06/20/2007  10:30 , 16.5°C
 06/20/2007  11:00 , 16.5°C
 06/20/2007  11:30 , 16.5°C
 06/20/2007  12:00 , 17.0°C
 06/20/2007  12:30 , 16.5°C
 06/20/2007  13:00 , 16.5°C
 06/20/2007  13:30 , 17.0°C
 06/20/2007  14:00 , 16.5°C
 06/20/2007  14:30 , 16.5°C
 06/20/2007  15:00 , 17.0°C
 06/20/2007  15:30 , 17.0°C
 06/20/2007  16:00 , 17.0°C
 06/20/2007  16:30 , 17.0°C
 06/20/2007  17:00 , 17.0°C
 06/20/2007  17:30 , 17.0°C
 06/20/2007  18:00 , 17.0°C
 06/20/2007  18:30 , 17.0°C
 06/20/2007  19:00 , 17.0°C
 06/20/2007  19:30 , 17.0°C
 06/20/2007  20:00 , 17.0°C
 06/20/2007  20:30 , 17.0°C
 06/20/2007  21:00 , 17.0°C
 06/20/2007  21:30 , 17.0°C
 06/20/2007  22:00 , 17.0°C
 06/20/2007  22:30 , 17.0°C
 06/20/2007  23:00 , 17.0°C
 06/20/2007  23:30 , 17.0°C
 06/21/2007  00:00 , 17.0°C
 06/21/2007  00:30 , 17.0°C
 06/21/2007  01:00 , 17.0°C
 06/21/2007  01:30 , 17.0°C
 06/21/2007  02:00 , 17.0°C
 06/21/2007  02:30 , 17.0°C
 06/21/2007  03:00 , 17.0°C
 06/21/2007  03:30 , 16.5°C
 06/21/2007  04:00 , 16.5°C
 06/21/2007  04:30 , 17.0°C
 06/21/2007  05:00 , 16.5°C
 06/21/2007  05:30 , 16.5°C
 06/21/2007  06:00 , 17.0°C
 06/21/2007  06:30 , 16.5°C
 06/21/2007  07:00 , 17.0°C
 06/21/2007  07:30 , 16.5°C
 06/21/2007  08:00 , 17.0°C
 06/21/2007  08:30 , 16.5°C
 06/21/2007  09:00 , 17.0°C
 06/21/2007  09:30 , 17.0°C
 06/21/2007  10:00 , 17.0°C
 06/21/2007  10:30 , 17.0°C
 06/21/2007  11:00 , 17.0°C
 06/21/2007  11:30 , 17.0°C
 06/21/2007  12:00 , 17.0°C
 06/21/2007  12:30 , 17.0°C
 06/21/2007  13:00 , 17.0°C
 06/21/2007  13:30 , 17.0°C
 06/21/2007  14:00 , 17.0°C
 06/21/2007  14:30 , 17.0°C
 06/21/2007  15:00 , 17.0°C
 06/21/2007  15:30 , 17.0°C
 06/21/2007  16:00 , 17.0°C
 06/21/2007  16:30 , 17.0°C
 06/21/2007  17:00 , 17.0°C
 06/21/2007  17:30 , 17.0°C
 06/21/2007  18:00 , 17.0°C
 06/21/2007  18:30 , 16.5°C
 06/21/2007  19:00 , 11.0°C
 06/21/2007  19:30 , 12.0°C
 06/21/2007  20:00 , 12.5°C
 06/21/2007  20:30 , 13.0°C
 06/21/2007  21:00 , 13.5°C
 06/21/2007  21:30 , 13.5°C
 06/21/2007  22:00 , 14.0°C
 06/21/2007  22:30 , 14.5°C
 06/21/2007  23:00 , 14.5°C
 06/21/2007  23:30 , 15.0°C
 06/22/2007  00:00 , 15.0°C
 06/22/2007  00:30 , 15.0°C
 06/22/2007  01:00 , 15.5°C
