Predators.SpeciesName,PredSize,PreySize,IndexSpecies.SpeciesName,Site,FocusSite
Haustrum scobina,10,2,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,11,0.5,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,16,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,OkahuPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,7,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,7,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,7,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,7,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,7,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,6,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,8,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,5,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,7,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,17,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,3,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,0.5,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,16,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,15,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,11,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,10,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,9,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,12,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,2,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,14,1,Chamaesipho columna,PaiaPoint,TRUE
Haustrum scobina,13,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,14,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,16,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,9,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,15,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,4,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,10,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,15,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,10,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,14,3,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,18,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,14,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,10,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,14,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,14,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,14,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,9,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,14,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,11,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,10,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,11,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,10,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,0.5,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,13,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,11,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,11,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,2,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,9,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,12,1,Chamaesipho columna,Rakautara,TRUE
Haustrum scobina,15,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,16,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,13,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,15,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,10,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,14,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,16,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,13,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,19,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,15,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,15,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,9,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,16,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,12,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,15,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,10,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,12,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,13,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,21,3,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,15,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,11,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,13,2,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,12,1,Chamaesipho columna,TaurangaHead,TRUE
Haustrum scobina,11,2,Chamaesipho columna,TaurangaHead,TRUE
