ObsID,Predators.SpeciesName,PredSize,PreySize,IndexSpecies.SpeciesName,Site
37823,Haustrum haustorium,34,13,Haustrum scobina,CapeFoulwind
39002,Haustrum haustorium,33,10,Haustrum scobina,CapeFoulwind
37917,Haustrum haustorium,33,14,Haustrum scobina,CapeFoulwind
39009,Haustrum haustorium,31,12,Haustrum scobina,CapeFoulwind
44275,Haustrum haustorium,36,8,Haustrum scobina,CapeFoulwind
37976,Haustrum haustorium,31,11,Haustrum scobina,CapeFoulwind
45697,Haustrum haustorium,44,14,Haustrum scobina,CapeFoulwind
37547,Haustrum haustorium,41,16,Haustrum scobina,CapeFoulwind
4430,Haustrum haustorium,28,17,Haustrum scobina,CastlePointCave
4504,Haustrum haustorium,40,21,Haustrum scobina,CastlePointCave
26283,Haustrum haustorium,40,15,Haustrum scobina,JacksonHead
24905,Haustrum haustorium,30,20,Haustrum scobina,JacksonHead
27121,Haustrum haustorium,30,13,Haustrum scobina,JacksonHead
25921,Haustrum haustorium,30,18,Haustrum scobina,JacksonHead
40266,Haustrum haustorium,32,16,Haustrum scobina,JacksonHead
41015,Haustrum haustorium,43,14,Haustrum scobina,JacksonHead
44142,Haustrum haustorium,35,14,Haustrum scobina,JacksonHead
40264,Haustrum haustorium,35,13,Haustrum scobina,JacksonHead
2393,Haustrum haustorium,24,10,Haustrum scobina,LeighEchinodermReef
1637,Haustrum haustorium,40,17,Haustrum scobina,LeighGoatIslandReserve
1607,Haustrum haustorium,43,17,Haustrum scobina,LeighShadowRocks
1620,Haustrum haustorium,34,11,Haustrum scobina,LeighShadowRocks
1608,Haustrum haustorium,29,13,Haustrum scobina,LeighShadowRocks
1563,Haustrum haustorium,35,10,Haustrum scobina,LeighShadowRocks
1904,Haustrum haustorium,32,12,Haustrum scobina,LeighTabletopRocksandBoulders
2462,Haustrum haustorium,28,12,Haustrum scobina,LeighTabletopRocksandBoulders
1948,Haustrum haustorium,26,14,Haustrum scobina,LeighTabletopRocksandBoulders
1786,Haustrum haustorium,32,8,Haustrum scobina,LeighWaterfallandPenny'sRocks
2200,Haustrum haustorium,36,14,Haustrum scobina,LeighWaterfallandPenny'sRocks
2202,Haustrum haustorium,31,14,Haustrum scobina,LeighWaterfallandPenny'sRocks
2676,Haustrum haustorium,28,10,Haustrum scobina,LeighWaterfallandPenny'sRocks
1827,Haustrum haustorium,31,13,Haustrum scobina,LeighWaterfallandPenny'sRocks
3172,Haustrum haustorium,33,12,Haustrum scobina,LeighWaterfallandPenny'sRocks
3071,Haustrum haustorium,21,11,Haustrum scobina,LeighWaterfallandPenny'sRocks
1784,Haustrum haustorium,33,11,Haustrum scobina,LeighWaterfallandPenny'sRocks
47183,Haustrum haustorium,29,12,Haustrum scobina,OkahuPoint
48092,Haustrum haustorium,27,10,Haustrum scobina,OkahuPoint
43634,Haustrum haustorium,29,14,Haustrum scobina,OkahuPoint
34689,Haustrum haustorium,41,14,Haustrum scobina,OkahuPoint
48094,Haustrum haustorium,32,16,Haustrum scobina,OkahuPoint
35421,Haustrum haustorium,43,14,Haustrum scobina,OkahuPoint
47190,Haustrum haustorium,29,8,Haustrum scobina,OkahuPoint
1115,Haustrum haustorium,35,13,Haustrum scobina,Opunake
1086,Haustrum haustorium,39,17,Haustrum scobina,Opunake
16435,Haustrum haustorium,23,14,Haustrum scobina,PaiaPoint
23976,Haustrum haustorium,25,12,Haustrum scobina,PaiaPoint
23562,Haustrum haustorium,19,7,Haustrum scobina,PaiaPoint
45366,Haustrum haustorium,33,12,Haustrum scobina,PaiaPoint
45235,Haustrum haustorium,28,13,Haustrum scobina,PaiaPoint
22948,Haustrum haustorium,29,16,Haustrum scobina,Rakautara
15416,Haustrum haustorium,44,13,Haustrum scobina,Rakautara
24702,Haustrum haustorium,32,13,Haustrum scobina,Rakautara
30464,Haustrum haustorium,33,17,Haustrum scobina,Rakautara
3934,Haustrum haustorium,47,11,Haustrum scobina,RangitotoIslandWhiteBeach
3996,Haustrum haustorium,39,11,Haustrum scobina,RangitotoIslandWhiteBeach
3971,Haustrum haustorium,24,11,Haustrum scobina,RangitotoIslandWhiteBeach
3879,Haustrum haustorium,54,11,Haustrum scobina,RangitotoIslandWhiteBeach
3941,Haustrum haustorium,36,8,Haustrum scobina,RangitotoIslandWhiteBeach
3931,Haustrum haustorium,28,10,Haustrum scobina,RangitotoIslandWhiteBeach
3791,Haustrum haustorium,33,11,Haustrum scobina,RangitotoIslandWhiteBeach
3930,Haustrum haustorium,29,9,Haustrum scobina,RangitotoIslandWhiteBeach
3895,Haustrum haustorium,31,10,Haustrum scobina,RangitotoIslandWhiteBeach
3893,Haustrum haustorium,27,11,Haustrum scobina,RangitotoIslandWhiteBeach
3822,Haustrum haustorium,21,9,Haustrum scobina,RangitotoIslandWhiteBeach
3878,Haustrum haustorium,25,14,Haustrum scobina,RangitotoIslandWhiteBeach
3790,Haustrum haustorium,32,13,Haustrum scobina,RangitotoIslandWhiteBeach
3997,Haustrum haustorium,40,12,Haustrum scobina,RangitotoIslandWhiteBeach
1410,Haustrum haustorium,30,16,Haustrum scobina,TapotupotuBayWest
1363,Haustrum haustorium,31,18,Haustrum scobina,TapotupotuBayWest
5220,Haustrum haustorium,37,13,Haustrum scobina,TaurangaBayNorth
5222,Haustrum haustorium,36,15,Haustrum scobina,TaurangaBayNorth
5211,Haustrum haustorium,45,13,Haustrum scobina,TaurangaBayNorth
19924,Haustrum haustorium,36,12,Haustrum scobina,TaurangaHead
19776,Haustrum haustorium,33,15,Haustrum scobina,TaurangaHead
19819,Haustrum haustorium,34,9,Haustrum scobina,TaurangaHead
19821,Haustrum haustorium,37,14,Haustrum scobina,TaurangaHead
19887,Haustrum haustorium,31,12,Haustrum scobina,TaurangaHead
28187,Haustrum haustorium,31,16,Haustrum scobina,TaurangaHead
28188,Haustrum haustorium,32,15,Haustrum scobina,TaurangaHead
19893,Haustrum haustorium,19,10,Haustrum scobina,TaurangaHead
19925,Haustrum haustorium,23,9,Haustrum scobina,TaurangaHead
19926,Haustrum haustorium,31,13,Haustrum scobina,TaurangaHead
19965,Haustrum haustorium,40,14,Haustrum scobina,TaurangaHead
12880,Haustrum haustorium,35,13,Haustrum scobina,TaurangaHead
12826,Haustrum haustorium,32,14,Haustrum scobina,TaurangaHead
28186,Haustrum haustorium,36,14,Haustrum scobina,TaurangaHead
12751,Haustrum haustorium,30,18,Haustrum scobina,TaurangaHead
19889,Haustrum haustorium,37,13,Haustrum scobina,TaurangaHead
19708,Haustrum haustorium,34,15,Haustrum scobina,TaurangaHead
19682,Haustrum haustorium,37,11,Haustrum scobina,TaurangaHead
19683,Haustrum haustorium,31,15,Haustrum scobina,TaurangaHead
19684,Haustrum haustorium,31,13,Haustrum scobina,TaurangaHead
19685,Haustrum haustorium,37,13,Haustrum scobina,TaurangaHead
19686,Haustrum haustorium,32,18,Haustrum scobina,TaurangaHead
19687,Haustrum haustorium,42,13,Haustrum scobina,TaurangaHead
19688,Haustrum haustorium,21,3,Haustrum scobina,TaurangaHead
28344,Haustrum haustorium,22,5,Haustrum scobina,TaurangaHead
19775,Haustrum haustorium,28,9,Haustrum scobina,TaurangaHead
19690,Haustrum haustorium,31,14,Haustrum scobina,TaurangaHead
12062,Haustrum haustorium,39,15,Haustrum scobina,TaurangaHead
19710,Haustrum haustorium,39,11,Haustrum scobina,TaurangaHead
19726,Haustrum haustorium,25,13,Haustrum scobina,TaurangaHead
19727,Haustrum haustorium,34,13,Haustrum scobina,TaurangaHead
19728,Haustrum haustorium,39,13,Haustrum scobina,TaurangaHead
19734,Haustrum haustorium,38,15,Haustrum scobina,TaurangaHead
19736,Haustrum haustorium,29,9,Haustrum scobina,TaurangaHead
28276,Haustrum haustorium,40,16,Haustrum scobina,TaurangaHead
19773,Haustrum haustorium,25,7,Haustrum scobina,TaurangaHead
19689,Haustrum haustorium,42,14,Haustrum scobina,TaurangaHead
20708,Haustrum haustorium,28,19,Haustrum scobina,TaurangaHead
10149,Haustrum haustorium,35,15,Haustrum scobina,TaurangaHead
10170,Haustrum haustorium,22,8,Haustrum scobina,TaurangaHead
10183,Haustrum haustorium,42,14,Haustrum scobina,TaurangaHead
11258,Haustrum haustorium,27,14,Haustrum scobina,TaurangaHead
11233,Haustrum haustorium,37,15,Haustrum scobina,TaurangaHead
11148,Haustrum haustorium,27,15,Haustrum scobina,TaurangaHead
19680,Haustrum haustorium,43,14,Haustrum scobina,TaurangaHead
10282,Haustrum haustorium,38,13,Haustrum scobina,TaurangaHead
12657,Haustrum haustorium,33,13,Haustrum scobina,TaurangaHead
20709,Haustrum haustorium,25,10,Haustrum scobina,TaurangaHead
10125,Haustrum haustorium,37,14,Haustrum scobina,TaurangaHead
20702,Haustrum haustorium,29,17,Haustrum scobina,TaurangaHead
20603,Haustrum haustorium,26,9,Haustrum scobina,TaurangaHead
20599,Haustrum haustorium,27,14,Haustrum scobina,TaurangaHead
20597,Haustrum haustorium,35,14,Haustrum scobina,TaurangaHead
20592,Haustrum haustorium,29,13,Haustrum scobina,TaurangaHead
20591,Haustrum haustorium,28,11,Haustrum scobina,TaurangaHead
20501,Haustrum haustorium,27,15,Haustrum scobina,TaurangaHead
20504,Haustrum haustorium,31,12,Haustrum scobina,TaurangaHead
20712,Haustrum haustorium,28,17,Haustrum scobina,TaurangaHead
20177,Haustrum haustorium,38,14,Haustrum scobina,TaurangaHead
20589,Haustrum haustorium,29,16,Haustrum scobina,TaurangaHead
28183,Haustrum haustorium,31,16,Haustrum scobina,TaurangaHead
28182,Haustrum haustorium,36,14,Haustrum scobina,TaurangaHead
28173,Haustrum haustorium,30,13,Haustrum scobina,TaurangaHead
28172,Haustrum haustorium,38,12,Haustrum scobina,TaurangaHead
12654,Haustrum haustorium,26,14,Haustrum scobina,TaurangaHead
28154,Haustrum haustorium,25,14,Haustrum scobina,TaurangaHead
12598,Haustrum haustorium,25,10,Haustrum scobina,TaurangaHead
10126,Haustrum haustorium,32,18,Haustrum scobina,TaurangaHead
28132,Haustrum haustorium,28,16,Haustrum scobina,TaurangaHead
12177,Haustrum haustorium,24,13,Haustrum scobina,TaurangaHead
6222,Haustrum haustorium,27,17,Haustrum scobina,TaurangaHead
20178,Haustrum haustorium,26,12,Haustrum scobina,TaurangaHead
20179,Haustrum haustorium,30,10,Haustrum scobina,TaurangaHead
10032,Haustrum haustorium,39,15,Haustrum scobina,TaurangaHead
10033,Haustrum haustorium,35,16,Haustrum scobina,TaurangaHead
10034,Haustrum haustorium,31,14,Haustrum scobina,TaurangaHead
10044,Haustrum haustorium,22,7,Haustrum scobina,TaurangaHead
10121,Haustrum haustorium,29,11,Haustrum scobina,TaurangaHead
28184,Haustrum haustorium,32,15,Haustrum scobina,TaurangaHead
28150,Haustrum haustorium,31,12,Haustrum scobina,TaurangaHead
19163,Haustrum haustorium,37,14,Haustrum scobina,TaurangaHead
18766,Haustrum haustorium,20,11,Haustrum scobina,TaurangaHead
14119,Haustrum haustorium,38,15,Haustrum scobina,TaurangaHead
18510,Haustrum haustorium,41,14,Haustrum scobina,TaurangaHead
18762,Haustrum haustorium,30,9,Haustrum scobina,TaurangaHead
18761,Haustrum haustorium,27,14,Haustrum scobina,TaurangaHead
18620,Haustrum haustorium,29,10,Haustrum scobina,TaurangaHead
19144,Haustrum haustorium,27,9,Haustrum scobina,TaurangaHead
19679,Haustrum haustorium,30,12,Haustrum scobina,TaurangaHead
18618,Haustrum haustorium,29,16,Haustrum scobina,TaurangaHead
18770,Haustrum haustorium,27,14,Haustrum scobina,TaurangaHead
19148,Haustrum haustorium,30,11,Haustrum scobina,TaurangaHead
14147,Haustrum haustorium,20,5,Haustrum scobina,TaurangaHead
19173,Haustrum haustorium,27,14,Haustrum scobina,TaurangaHead
14284,Haustrum haustorium,28,12,Haustrum scobina,TaurangaHead
18560,Haustrum haustorium,28,13,Haustrum scobina,TaurangaHead
19215,Haustrum haustorium,37,17,Haustrum scobina,TaurangaHead
18559,Haustrum haustorium,37,15,Haustrum scobina,TaurangaHead
14286,Haustrum haustorium,27,11,Haustrum scobina,TaurangaHead
14981,Haustrum haustorium,38,17,Haustrum scobina,TaurangaHead
19217,Haustrum haustorium,28,12,Haustrum scobina,TaurangaHead
19221,Haustrum haustorium,37,14,Haustrum scobina,TaurangaHead
19225,Haustrum haustorium,26,9,Haustrum scobina,TaurangaHead
18561,Haustrum haustorium,28,13,Haustrum scobina,TaurangaHead
14118,Haustrum haustorium,38,13,Haustrum scobina,TaurangaHead
18863,Haustrum haustorium,32,12,Haustrum scobina,TaurangaHead
19621,Haustrum haustorium,41,14,Haustrum scobina,TaurangaHead
18772,Haustrum haustorium,31,13,Haustrum scobina,TaurangaHead
18773,Haustrum haustorium,30,11,Haustrum scobina,TaurangaHead
19623,Haustrum haustorium,27,11,Haustrum scobina,TaurangaHead
18774,Haustrum haustorium,30,12,Haustrum scobina,TaurangaHead
18771,Haustrum haustorium,37,13,Haustrum scobina,TaurangaHead
30036,Haustrum haustorium,32,14,Haustrum scobina,TaurangaHead
30035,Haustrum haustorium,45,15,Haustrum scobina,TaurangaHead
29522,Haustrum haustorium,29,11,Haustrum scobina,TaurangaHead
38842,Haustrum haustorium,31,9,Haustrum scobina,TaurangaHead
38839,Haustrum haustorium,37,15,Haustrum scobina,TaurangaHead
38855,Haustrum haustorium,31,13,Haustrum scobina,TaurangaHead
38858,Haustrum haustorium,26,12,Haustrum scobina,TaurangaHead
29795,Haustrum haustorium,44,16,Haustrum scobina,TaurangaHead
29814,Haustrum haustorium,34,14,Haustrum scobina,TaurangaHead
29815,Haustrum haustorium,37,15,Haustrum scobina,TaurangaHead
29925,Haustrum haustorium,21,6,Haustrum scobina,TaurangaHead
29816,Haustrum haustorium,21,6,Haustrum scobina,TaurangaHead
38243,Haustrum haustorium,32,10,Haustrum scobina,TaurangaHead
38239,Haustrum haustorium,29,15,Haustrum scobina,TaurangaHead
29959,Haustrum haustorium,40,15,Haustrum scobina,TaurangaHead
38232,Haustrum haustorium,32,14,Haustrum scobina,TaurangaHead
38231,Haustrum haustorium,39,15,Haustrum scobina,TaurangaHead
38214,Haustrum haustorium,30,14,Haustrum scobina,TaurangaHead
38229,Haustrum haustorium,34,15,Haustrum scobina,TaurangaHead
38225,Haustrum haustorium,30,10,Haustrum scobina,TaurangaHead
30006,Haustrum haustorium,28,13,Haustrum scobina,TaurangaHead
30117,Haustrum haustorium,29,15,Haustrum scobina,TaurangaHead
38834,Haustrum haustorium,36,12,Haustrum scobina,TaurangaHead
38838,Haustrum haustorium,22,8,Haustrum scobina,TaurangaHead
38821,Haustrum haustorium,20,8,Haustrum scobina,TaurangaHead
30079,Haustrum haustorium,41,14,Haustrum scobina,TaurangaHead
30080,Haustrum haustorium,34,14,Haustrum scobina,TaurangaHead
38819,Haustrum haustorium,29,9,Haustrum scobina,TaurangaHead
38818,Haustrum haustorium,40,12,Haustrum scobina,TaurangaHead
38832,Haustrum haustorium,25,11,Haustrum scobina,TaurangaHead
30114,Haustrum haustorium,38,13,Haustrum scobina,TaurangaHead
38835,Haustrum haustorium,23,15,Haustrum scobina,TaurangaHead
38343,Haustrum haustorium,31,15,Haustrum scobina,TaurangaHead
38327,Haustrum haustorium,33,11,Haustrum scobina,TaurangaHead
38330,Haustrum haustorium,29,13,Haustrum scobina,TaurangaHead
38341,Haustrum haustorium,28,15,Haustrum scobina,TaurangaHead
38332,Haustrum haustorium,29,10,Haustrum scobina,TaurangaHead
38333,Haustrum haustorium,31,16,Haustrum scobina,TaurangaHead
30141,Haustrum haustorium,38,15,Haustrum scobina,TaurangaHead
30086,Haustrum haustorium,29,8,Haustrum scobina,TaurangaHead
46261,Haustrum haustorium,30,12,Haustrum scobina,TaurangaHead
38846,Haustrum haustorium,28,16,Haustrum scobina,TaurangaHead
46526,Haustrum haustorium,26,12,Haustrum scobina,TaurangaHead
38012,Haustrum haustorium,30,10,Haustrum scobina,TaurangaHead
46257,Haustrum haustorium,28,10,Haustrum scobina,TaurangaHead
38824,Haustrum haustorium,39,13,Haustrum scobina,TaurangaHead
38826,Haustrum haustorium,27,12,Haustrum scobina,TaurangaHead
46535,Haustrum haustorium,29,12,Haustrum scobina,TaurangaHead
38823,Haustrum haustorium,34,14,Haustrum scobina,TaurangaHead
29481,Haustrum haustorium,30,16,Haustrum scobina,TaurangaHead
38844,Haustrum haustorium,30,12,Haustrum scobina,TaurangaHead
5459,Haustrum haustorium,37,17,Haustrum scobina,TaurangaHeadSouthBoulders
5460,Haustrum haustorium,48,15,Haustrum scobina,TaurangaHeadSouthBoulders
10027,Haustrum haustorium,46,11,Haustrum scobina,TaurangaHeadSWcorner
10026,Haustrum haustorium,47,19,Haustrum scobina,TaurangaHeadSWcorner
5322,Haustrum haustorium,35,15,Haustrum scobina,TaurangaHeadWest
5323,Haustrum haustorium,27,16,Haustrum scobina,TaurangaHeadWest
5440,Haustrum haustorium,27,13,Haustrum scobina,TaurangaHeadWest
48546,Haustrum haustorium,12,2,Lasaea rubra hinemoa,PaiaPoint
44595,Haustrum haustorium,8,2,Lasaea rubra hinemoa,PaiaPoint
48550,Haustrum haustorium,8,1,Lasaea rubra hinemoa,PaiaPoint
37819,Haustrum haustorium,27,3,Margarella sp,CapeFoulwind
37557,Haustrum haustorium,32,3,Margarella sp,CapeFoulwind
26952,Haustrum haustorium,28,3,Margarella sp,JacksonHead
28131,Haustrum haustorium,20,2,Margarella sp,TaurangaHead
19774,Haustrum haustorium,21,2,Margarella sp,TaurangaHead
20714,Haustrum haustorium,22,4,Margarella sp,TaurangaHead
30064,Haustrum haustorium,29,3,Margarella sp,TaurangaHead
38814,Haustrum haustorium,20,2,Margarella sp,TaurangaHead
38227,Haustrum haustorium,28,4,Margarella sp,TaurangaHead
37989,Haustrum haustorium,28,3,Margarella sp,TaurangaHead
21926,Haustrum haustorium,18,8,Montfortula chathamensis,PaiaPoint
37564,Haustrum haustorium,28,11,Mytilus galloprovincialis,CapeFoulwind
10936,Haustrum haustorium,16,9,Mytilus galloprovincialis,PaiaPoint
49760,Haustrum haustorium,13,10,Mytilus galloprovincialis,PaiaPoint
44736,Haustrum haustorium,17,21,Mytilus galloprovincialis,PaiaPoint
38850,Haustrum haustorium,18,10,Mytilus galloprovincialis,TaurangaHead
5458,Haustrum haustorium,35,16,Mytilus galloprovincialis,TaurangaHeadSWcorner
5457,Haustrum haustorium,35,22,Mytilus galloprovincialis,TaurangaHeadSWcorner
5456,Haustrum haustorium,37,21,Mytilus galloprovincialis,TaurangaHeadSWcorner
5455,Haustrum haustorium,31,22,Mytilus galloprovincialis,TaurangaHeadSWcorner
5454,Haustrum haustorium,38,23,Mytilus galloprovincialis,TaurangaHeadSWcorner
1451,Haustrum haustorium,34,15,Nerita atramentosa,TapotupotuBayWest
1453,Haustrum haustorium,28,13,Nerita atramentosa,TapotupotuBayWest
38008,Haustrum haustorium,22,2,Notoacmea 2spokes,TaurangaHead
27833,Haustrum haustorium,15,4,Notoacmea Black,CapeFoulwind
19962,Haustrum haustorium,20,3,Notoacmea Black,TaurangaHead
13066,Haustrum haustorium,21,3,Notoacmea Black,TaurangaHead
19779,Haustrum haustorium,23,4,Notoacmea Black,TaurangaHead
11114,Haustrum haustorium,22,6,Notoacmea daedala,EPFSLabRocks
44005,Haustrum haustorium,20,5,Notoacmea daedala,JacksonHead
34802,Haustrum haustorium,21,4,Notoacmea daedala,OkahuPoint
30320,Haustrum haustorium,29,7,Notoacmea daedala,Rakautara
38005,Haustrum haustorium,16,4,Notoacmea Net,TaurangaHead
22350,Haustrum haustorium,17,5,Notoacmea Radialspokes,PaiaPoint
22679,Haustrum haustorium,16,7,Notoacmea Radialspokes,PaiaPoint
37129,Haustrum haustorium,17,4,Notoacmea Radialspokes,PaiaPoint
36623,Haustrum haustorium,27,5,Notoacmea Radialspokes,Rakautara
36616,Haustrum haustorium,22,5,Notoacmea Radialspokes,Rakautara
28129,Haustrum haustorium,20,3,Notoacmea Radialspokes,TaurangaHead
10156,Haustrum haustorium,20,3,Notoacmea Radialspokes,TaurangaHead
28092,Haustrum haustorium,23,3,Notoacmea Radialspokes,TaurangaHead
18764,Haustrum haustorium,17,4,Notoacmea Radialspokes,TaurangaHead
19165,Haustrum haustorium,25,4,Notoacmea Radialspokes,TaurangaHead
19214,Haustrum haustorium,25,4,Notoacmea Radialspokes,TaurangaHead
19222,Haustrum haustorium,29,5,Notoacmea Radialspokes,TaurangaHead
20693,Haustrum haustorium,22,3,Notoacmea Radialspokes,TaurangaHead
20694,Haustrum haustorium,21,4,Notoacmea Radialspokes,TaurangaHead
20710,Haustrum haustorium,19,3,Notoacmea Radialspokes,TaurangaHead
19218,Haustrum haustorium,27,5,Notoacmea Radialspokes,TaurangaHead
19731,Haustrum haustorium,22,3,Notoacmea Radialspokes,TaurangaHead
19678,Haustrum haustorium,27,6,Notoacmea Radialspokes,TaurangaHead
29511,Haustrum haustorium,21,3,Notoacmea Radialspokes,TaurangaHead
29886,Haustrum haustorium,17,2,Notoacmea Radialspokes,TaurangaHead
29443,Haustrum haustorium,24,4,Notoacmea Radialspokes,TaurangaHead
38339,Haustrum haustorium,20,2,Notoacmea Radialspokes,TaurangaHead
29958,Haustrum haustorium,18,2,Notoacmea Radialspokes,TaurangaHead
29817,Haustrum haustorium,21,3,Notoacmea Radialspokes,TaurangaHead
30081,Haustrum haustorium,29,6,Notoacmea Radialspokes,TaurangaHead
9780,Haustrum haustorium,30,12,Onithochiton neglectus neglectus,DuffsKnobSouth(KieKieRecreationReserve)
15712,Haustrum haustorium,22,7,Onithochiton neglectus neglectus,PaiaPoint
16951,Haustrum haustorium,35,8,Onithochiton neglectus neglectus,PaiaPoint
16845,Haustrum haustorium,28,8,Onithochiton neglectus neglectus,PaiaPoint
17785,Haustrum haustorium,17,5,Onithochiton neglectus neglectus,PaiaPoint
10826,Haustrum haustorium,19,5,Onithochiton neglectus neglectus,PaiaPoint
15718,Haustrum haustorium,28,7,Onithochiton neglectus neglectus,PaiaPoint
13588,Haustrum haustorium,29,12,Onithochiton neglectus neglectus,PaiaPoint
13608,Haustrum haustorium,31,7,Onithochiton neglectus neglectus,PaiaPoint
13602,Haustrum haustorium,31,18,Onithochiton neglectus neglectus,PaiaPoint
13642,Haustrum haustorium,36,10,Onithochiton neglectus neglectus,PaiaPoint
13589,Haustrum haustorium,30,7,Onithochiton neglectus neglectus,PaiaPoint
44602,Haustrum haustorium,23,11,Onithochiton neglectus neglectus,PaiaPoint
17912,Haustrum haustorium,42,18,Onithochiton neglectus neglectus,Rakautara
24357,Haustrum haustorium,26,16,Onithochiton neglectus neglectus,Rakautara
24437,Haustrum haustorium,33,10,Onithochiton neglectus neglectus,Rakautara
31653,Haustrum haustorium,30,9,Onithochiton neglectus neglectus,Rakautara
30805,Haustrum haustorium,32,8,Onithochiton neglectus neglectus,Rakautara
19110,Haustrum haustorium,47,16,Paratrophon patens,CapeFoulwind
27762,Haustrum haustorium,32,16,Paratrophon patens,CapeFoulwind
20859,Haustrum haustorium,44,16,Paratrophon patens,CapeFoulwind
20858,Haustrum haustorium,43,17,Paratrophon patens,CapeFoulwind
20857,Haustrum haustorium,47,16,Paratrophon patens,CapeFoulwind
27683,Haustrum haustorium,32,23,Paratrophon patens,CapeFoulwind
12429,Haustrum haustorium,47,20,Paratrophon patens,CapeFoulwind
12496,Haustrum haustorium,49,19,Paratrophon patens,CapeFoulwind
12497,Haustrum haustorium,49,17,Paratrophon patens,CapeFoulwind
44276,Haustrum haustorium,34,14,Paratrophon patens,CapeFoulwind
44360,Haustrum haustorium,32,13,Paratrophon patens,CapeFoulwind
37974,Haustrum haustorium,42,15,Paratrophon patens,CapeFoulwind
45878,Haustrum haustorium,32,15,Paratrophon patens,CapeFoulwind
39010,Haustrum haustorium,28,13,Paratrophon patens,CapeFoulwind
39199,Haustrum haustorium,32,7,Paratrophon patens,CapeFoulwind
37555,Haustrum haustorium,30,11,Paratrophon patens,CapeFoulwind
37553,Haustrum haustorium,38,11,Paratrophon patens,CapeFoulwind
5573,Haustrum haustorium,24,17,Paratrophon patens,CharlestonJoyceBay
5193,Haustrum haustorium,39,19,Paratrophon patens,TaurangaBayNorth
6224,Haustrum haustorium,28,15,Paratrophon patens,TaurangaHead
19818,Haustrum haustorium,32,13,Paratrophon patens,TaurangaHead
46524,Haustrum haustorium,27,8,Paratrophon patens,TaurangaHead
38342,Haustrum haustorium,24,11,Paratrophon patens,TaurangaHead
46252,Haustrum haustorium,25,8,Paratrophon patens,TaurangaHead
38217,Haustrum haustorium,29,14,Paratrophon patens,TaurangaHead
29796,Haustrum haustorium,27,13,Paratrophon patens,TaurangaHead
38218,Haustrum haustorium,36,12,Paratrophon patens,TaurangaHead
38006,Haustrum haustorium,30,11,Paratrophon patens,TaurangaHead
27872,Haustrum haustorium,33,6,Patelloida corticata,CapeFoulwind
19485,Haustrum haustorium,43,10,Patelloida corticata,CapeFoulwind
19618,Haustrum haustorium,29,7,Patelloida corticata,CapeFoulwind
27925,Haustrum haustorium,30,9,Patelloida corticata,CapeFoulwind
27874,Haustrum haustorium,32,11,Patelloida corticata,CapeFoulwind
27908,Haustrum haustorium,33,8,Patelloida corticata,CapeFoulwind
27924,Haustrum haustorium,30,8,Patelloida corticata,CapeFoulwind
20735,Haustrum haustorium,32,9,Patelloida corticata,CapeFoulwind
20769,Haustrum haustorium,36,11,Patelloida corticata,CapeFoulwind
27886,Haustrum haustorium,27,7,Patelloida corticata,CapeFoulwind
20860,Haustrum haustorium,36,12,Patelloida corticata,CapeFoulwind
20898,Haustrum haustorium,23,7,Patelloida corticata,CapeFoulwind
20909,Haustrum haustorium,37,11,Patelloida corticata,CapeFoulwind
19619,Haustrum haustorium,33,11,Patelloida corticata,CapeFoulwind
19616,Haustrum haustorium,35,11,Patelloida corticata,CapeFoulwind
19360,Haustrum haustorium,36,12,Patelloida corticata,CapeFoulwind
19276,Haustrum haustorium,37,10,Patelloida corticata,CapeFoulwind
19282,Haustrum haustorium,26,6,Patelloida corticata,CapeFoulwind
12502,Haustrum haustorium,26,12,Patelloida corticata,CapeFoulwind
15305,Haustrum haustorium,30,10,Patelloida corticata,CapeFoulwind
19275,Haustrum haustorium,32,7,Patelloida corticata,CapeFoulwind
12461,Haustrum haustorium,40,10,Patelloida corticata,CapeFoulwind
44272,Haustrum haustorium,38,11,Patelloida corticata,CapeFoulwind
39281,Haustrum haustorium,28,11,Patelloida corticata,CapeFoulwind
37830,Haustrum haustorium,31,11,Patelloida corticata,CapeFoulwind
39205,Haustrum haustorium,37,13,Patelloida corticata,CapeFoulwind
37973,Haustrum haustorium,31,9,Patelloida corticata,CapeFoulwind
39005,Haustrum haustorium,32,10,Patelloida corticata,CapeFoulwind
37560,Haustrum haustorium,21,7,Patelloida corticata,CapeFoulwind
37548,Haustrum haustorium,32,11,Patelloida corticata,CapeFoulwind
37977,Haustrum haustorium,29,9,Patelloida corticata,CapeFoulwind
4587,Haustrum haustorium,27,9,Patelloida corticata,CastlePointBoulders
5588,Haustrum haustorium,22,10,Patelloida corticata,CharlestonJoyceBay
14060,Haustrum haustorium,24,8,Patelloida corticata,EPFSLabRocks
615,Haustrum haustorium,32,15,Patelloida corticata,FirstBay
6819,Haustrum haustorium,37,11,Patelloida corticata,FirstBay
7007,Haustrum haustorium,35,12,Patelloida corticata,Intertunnel-North
27031,Haustrum haustorium,27,5,Patelloida corticata,JacksonHead
25881,Haustrum haustorium,30,11,Patelloida corticata,JacksonHead
27150,Haustrum haustorium,23,9,Patelloida corticata,JacksonHead
25880,Haustrum haustorium,31,9,Patelloida corticata,JacksonHead
25842,Haustrum haustorium,29,8,Patelloida corticata,JacksonHead
27214,Haustrum haustorium,28,6,Patelloida corticata,JacksonHead
